T,X,Y
1,-0.613820896282359,1
0,1.6041660680689898,-2
0,-4.741078255791649,10
1,-0.7061959272057194,-3
0,15.811746120709739,-3
0,-12.550071867223568,1
1,3.096702266695935,1
1,17.639826316349165,4
0,3.6223835477861446,-11
1,17.064878740312263,2
1,-2.450586730961465,0
0,29.189516615940043,-7
0,16.797353646324368,-15
0,22.002159280020198,2
0,20.36134290977543,0
1,5.3746859717321325,1
1,16.28344671519323,-1
0,1.5573419671201059,14
1,16.401544027647745,-8
0,-15.712752330136727,0
0,8.339785763673413,-4
1,-14.504487006869422,-18
1,12.893078564849457,2
0,16.24882316666848,-12
0,16.052641705833206,8
0,16.47215539433897,9
0,10.250763450776503,4
0,21.610697873134736,6
1,17.624042636681086,-2
0,15.758284520270594,7
1,9.7921455442494,11
1,11.585685758107894,13
0,6.986102171753307,13
0,-5.812442329617095,-13
0,14.73850460761245,4
1,24.75792277990618,-22
1,12.516807139590734,11
0,6.906974241203999,-5
1,7.809668809769965,4
1,5.449548063141915,-2
1,6.7781672474121635,5
1,33.91683611264717,8
1,-0.7821575023671201,-8
0,14.484960114403009,-4
0,6.956196802768922,-2
1,7.621904847478006,9
1,12.308020088758513,0
0,14.035876384546913,0
0,35.373361865725954,23
1,25.649211930698897,-23
1,24.745225489889982,7
1,16.898334606903333,2
0,-2.437822988969213,8
1,7.761618863420508,11
0,1.395686116214776,13
0,2.9539600903115355,-7
0,0.41834185453964956,12
0,1.0132568408521134,5
0,19.34183890412449,-4
1,10.45621368394695,10
0,9.74287976015805,-13
1,13.53556329541,8
1,13.149804588603141,0
0,-4.456249390500588,14
1,25.69672519036018,-4
1,-5.449515718096183,-2
1,19.347831424047722,-1
0,26.587208206896403,-2
0,-6.686111759156031,-13
0,4.158100599353334,0
0,17.06082270509844,-6
0,-2.934655701133803,9
0,33.40371852325047,8
1,14.481920801740548,-11
1,-1.9357560321356857,2
1,-3.961861507233939,3
1,9.147136787740445,-5
0,0.29858413096228453,14
0,15.25370074119148,1
0,30.030087585151303,5
1,20.56199049332602,-2
0,9.539517491130004,7
1,17.155142767243195,30
1,17.332873894577176,-3
0,0.41937481382196395,4
0,-8.161685398217742,4
1,-11.680689691435166,7
1,5.741409821315237,1
0,6.058973428736084,-16
1,19.6593944177621,-8
1,13.053136489058973,7
0,19.855697325256056,-15
0,15.87996396455787,7
0,23.6097295903322,3
0,-8.354043146349802,5
1,23.228008950463284,7
0,12.16032487571626,0
1,1.4910245713664896,8
0,4.079048071765325,-10
1,-0.3408065917487235,4
1,1.6392751647840687,3
1,-5.61793550374,-8
1,15.829112388583798,0
0,9.353264233628058,20
1,18.842794025641552,7
1,4.270978085811196,-11
1,3.529229865330123,-9
1,21.35878413798156,12
1,12.891482462013013,-14
0,3.7432245528932446,15
0,8.057574811159185,-8
0,16.08587065613027,2
1,9.806287964919585,1
1,-3.8853620222042284,1
0,9.112645592279481,7
0,10.484135097994836,29
1,-0.4267339633095233,19
0,11.968025806279295,11
0,-7.189676122384196,-21
1,11.612115983935576,1
1,-5.622968924194975,14
1,-6.260610569519542e-05,-2
1,13.571859090752138,23
0,8.606495330855054,3
0,4.119676345341461,0
0,6.58378991751766,-7
0,8.517001876583695,0
0,8.312261004994461,10
1,10.4328092268106,0
0,11.717163956741736,-6
0,18.164672817000085,16
0,-7.119561314367779,10
1,2.2243214791282355,-2
0,7.239817426018844,7
0,29.447741791293865,-3
0,11.589458949141038,7
1,13.99983796589789,-6
1,9.423842329348904,1
1,2.8731711713865025,12
1,8.874897368546026,-16
0,13.9967979928794,-3
1,2.4277022823925574,-2
1,17.783121152988784,-11
0,36.576436170572634,-10
1,10.447643637034746,-15
0,2.0008510661731744,-5
1,9.506515461827938,27
1,23.29193527198678,-14
0,10.540508493839045,1
0,-1.6148932978125234,6
0,17.92273364780735,0
0,21.765313544462924,-2
1,-10.346924882142183,21
1,16.378694137785526,-8
0,14.57070700701193,-1
0,1.3851380281354082,-4
1,17.411725466555687,-1
0,27.739933573797714,-8
0,12.812242733887247,-12
0,15.463981138362435,-7
0,12.5132139074751,-15
0,12.266396811754912,-8
0,-10.19306369565361,6
1,-4.512523879811145,17
1,16.254671876544755,13
1,11.044035838034654,-10
0,6.919234603173282,-19
0,22.586882486327703,1
1,9.208533366387371,-3
1,7.535902099249041,3
0,4.133662864494905,7
0,18.79020061683279,10
0,-9.82193823750255,17
0,27.31218389709815,-7
1,18.749230619310698,1
1,11.09314149725217,6
1,12.030702389498918,9
0,14.836011452088213,-9
0,5.504249411124389,5
1,16.347890283280343,-1
1,10.399812164422645,14
1,19.192878198318233,3
0,-0.1864176280199672,-20
0,29.225058126142837,-5
0,2.4398748032654787,-10
1,1.8000492047718453,13
0,0.4725062545660865,-9
1,14.416846300730974,-5
1,26.945940152934575,-6
0,-0.39605208853880747,-3
0,10.775299038353523,6
1,17.61863707144512,-1
1,18.187803369648616,5
1,-0.33063631932355264,15
0,6.617682840784593,3
